,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,name
368,fernández,junior,658551,fernj006,fernaju01,18496,2019.0,2022.0,junior fernández-658551
369,festa,matthew,670036,festm001,festama01,19330,2018.0,2022.0,matthew festa-670036
370,feyereisen,j. p.,656420,feyej001,feyerjo01,16610,2020.0,2022.0,j. p. feyereisen-656420
371,finnegan,kyle,640448,finnk001,finneky01,15009,2020.0,2022.0,kyle finnegan-640448
372,fishman,jake,670288,fishj002,fishmja01,20060,2022.0,2022.0,jake fishman-670288
373,flaherty,jack,656427,flahj002,flaheja01,17479,2017.0,2022.0,jack flaherty-656427
374,fleming,josh,676596,flemj001,flemijo01,20418,2020.0,2022.0,josh fleming-676596
375,fletcher,aaron,667465,fleta001,fletcaa01,22052,2020.0,2022.0,aaron fletcher-667465
376,fletcher,david,664058,fletd002,fletcda02,17992,2018.0,2022.0,david fletcher-664058
377,flexen,chris,623167,flexc001,flexech01,13896,2017.0,2022.0,chris flexen-623167
378,flores,wilmer,527038,florw001,florewi01,5827,2013.0,2022.0,wilmer flores-527038
379,florial,estevan,664314,flore001,flories01,19151,2020.0,2022.0,estevan florial-664314
380,floro,dylan,571670,flord002,florody01,13394,2016.0,2022.0,dylan floro-571670
381,foley,jason,671345,folej001,foleyja01,19531,2021.0,2022.0,jason foley-671345
382,ford,mike,645801,fordm002,fordmi01,15585,2019.0,2022.0,mike ford-645801
383,fortes,nick,663743,fortn001,forteni01,21538,2021.0,2022.0,nick fortes-663743
384,foster,matt,641582,fostm001,fostema01,19647,2020.0,2022.0,matt foster-641582
385,fox,lucius,665650,fox-l001,foxlu01,18899,2022.0,2022.0,lucius fox-665650
386,fraley,jake,641584,fralj001,fraleja01,19260,2019.0,2022.0,jake fraley-641584
387,france,ty,664034,frant002,francty01,17982,2019.0,2022.0,ty france-664034
388,francis,bowden,670102,franb002,francbo01,20548,2022.0,2022.0,bowden francis-670102
389,franco,maikel,596748,franm004,francma02,12179,2014.0,2022.0,maikel franco-596748
390,franco,wander,677551,franw002,francwa01,23667,2021.0,2022.0,wander franco-677551
391,frazier,adam,624428,fraza001,fraziad01,15223,2016.0,2022.0,adam frazier-624428
392,frazier,jackson,640449,frazc001,frazicl01,15983,2017.0,2022.0,jackson frazier-640449
393,freeland,kyle,607536,freek001,freelky01,16256,2017.0,2022.0,kyle freeland-607536
394,freeman,freddie,518692,freef001,freemfr01,5361,2010.0,2022.0,freddie freeman-518692
395,freeman,tyler,671289,freet001,freemty01,22532,2022.0,2022.0,tyler freeman-671289
396,frías,luis,666818,frial001,friaslu01,21997,2021.0,2022.0,luis frías-666818
397,fried,max,608331,friem001,friedma01,13743,2017.0,2022.0,max fried-608331
398,friedl,tj,670770,friet001,friedtj01,19522,2021.0,2022.0,tj friedl-670770
399,fry,paul,643316,fry-p001,frypa01,15832,2018.0,2022.0,paul fry-643316
400,fulmer,michael,605242,fulmm001,fulmemi01,13218,2016.0,2022.0,michael fulmer-605242
401,gage,matt,657424,gagem001,gagema01,17381,2022.0,2022.0,matt gage-657424
402,gallagher,cam,595956,gallc001,gallaca01,12981,2017.0,2022.0,cam gallagher-595956
403,gallegos,giovanny,606149,gallg001,gallegi01,14986,2017.0,2022.0,giovanny gallegos-606149
404,gallen,zac,668678,gallz001,galleza01,19291,2019.0,2022.0,zac gallen-668678
405,gallo,joey,608336,gallj002,gallojo01,14128,2015.0,2022.0,joey gallo-608336
406,gamel,ben,592325,gameb001,gamelbe01,12160,2016.0,2022.0,ben gamel-592325
407,garcía,adolis,666969,garca005,garciad02,19287,2018.0,2022.0,adolis garcía-666969
408,garcia,aramis,605244,garca006,garciar01,16925,2018.0,2022.0,aramis garcia-605244
409,garcía,avisaíl,541645,garca003,garciav01,5760,2012.0,2022.0,avisaíl garcía-541645
410,garcia,bryan,650530,garcb001,garcibr01,19457,2019.0,2022.0,bryan garcia-650530
411,garcia,dermis,660650,garcd004,garcide02,20926,2022.0,2022.0,dermis garcia-660650
412,garcía,jarlín,606424,garcj006,garcija04,18282,2017.0,2022.0,jarlín garcía-606424
413,garcia,leury,544725,garcl004,garcile02,5913,2013.0,2022.0,leury garcia-544725
414,garcía,luis,671277,garcl006,garcilu04,20391,2020.0,2022.0,luis garcía-671277
415,garcia,luis,677651,garcl007,garcilu05,23735,2020.0,2022.0,luis garcia-677651
416,garcía,luis,472610,garcl005,garcilu03,6984,2013.0,2022.0,luis garcía-472610
417,garcia,maikel,672580,garcm003,garcima01,22715,2022.0,2022.0,maikel garcia-672580
418,garcia,rico,670329,garcr006,garciri01,20023,2019.0,2022.0,rico garcia-670329
419,garcía,rony,665621,garcr007,garciro03,20430,2020.0,2022.0,rony garcía-665621
420,garcia,yimi,554340,garcy001,garciyi01,12095,2014.0,2022.0,yimi garcia-554340
421,garlick,kyle,664247,garlk001,garliky01,18063,2019.0,2022.0,kyle garlick-664247
422,garneau,dustin,572863,garnd001,garnedu01,9433,2015.0,2022.0,dustin garneau-572863
423,garrett,amir,607237,garra001,garream01,14375,2017.0,2022.0,amir garrett-607237
424,garrett,braxton,666129,garrb001,garrebr01,21844,2020.0,2022.0,braxton garrett-666129
425,garrett,reed,657585,garrr001,garrere01,16866,2019.0,2022.0,reed garrett-657585
426,garver,mitch,641598,garvm001,garvemi01,15161,2017.0,2022.0,mitch garver-641598
427,garza,ralph,621248,garzr001,garzara01,17682,2021.0,2022.0,ralph garza-621248
428,gausman,kevin,592332,gausk001,gausmke01,14107,2013.0,2022.0,kevin gausman-592332
429,germán,domingo,593334,germd001,germado01,17149,2017.0,2022.0,domingo germán-593334
430,gibaut,ian,664139,gibai001,gibauia01,17871,2019.0,2022.0,ian gibaut-664139
431,gibson,kyle,502043,gibsk002,gibsoky01,10123,2013.0,2022.0,kyle gibson-502043
432,gil,luis,661563,gil-l001,gillu01,21052,2021.0,2022.0,luis gil-661563
433,gilbert,logan,669302,gilbl002,gilbelo01,22250,2021.0,2022.0,logan gilbert-669302
434,gilbert,tyler,656457,gilbt001,gilbety01,17964,2021.0,2022.0,tyler gilbert-656457
435,gilbreath,lucas,656458,gilbl001,gilbrlu01,21290,2021.0,2022.0,lucas gilbreath-656458
436,giles,ken,571704,gilek001,gileske01,12910,2014.0,2022.0,ken giles-571704
437,gillaspie,logan,670810,gilll001,gillalo01,22461,2022.0,2022.0,logan gillaspie-670810
438,giménez,andrés,665926,gimea001,gimenan01,19950,2020.0,2022.0,andrés giménez-665926
439,ginkel,kevin,656464,ginkk001,ginkeke01,19876,2019.0,2022.0,kevin ginkel-656464
440,giolito,lucas,608337,gioll001,giolilu01,15474,2016.0,2022.0,lucas giolito-608337
441,givens,mychal,571710,givem001,givenmy01,10430,2015.0,2022.0,mychal givens-571710
442,godoy,josé,608422,godoj001,godoyjo01,15808,2021.0,2022.0,josé godoy-608422
443,goldschmidt,paul,502671,goldp001,goldspa01,9218,2011.0,2022.0,paul goldschmidt-502671
444,gomber,austin,596295,gomba001,gombeau01,16561,2018.0,2022.0,austin gomber-596295
445,gomes,yan,543228,gomey001,gomesya01,9627,2012.0,2022.0,yan gomes-543228
446,gonsolin,tony,664062,gonst001,gonsoto01,19388,2019.0,2022.0,tony gonsolin-664062
447,gonzales,marco,594835,gonzm005,gonzama02,15467,2014.0,2022.0,marco gonzales-594835
448,gonzález,chi chi,592346,gonzc002,gonzach01,14663,2015.0,2022.0,chi chi gonzález-592346
449,gonzález,erik,570481,gonze004,gonzaer01,13369,2016.0,2022.0,erik gonzález-570481
450,gonzález,luis,670768,gonzl005,gonzalu03,20332,2020.0,2022.0,luis gonzález-670768
451,gonzalez,marwin,503556,gonzm002,gonzama01,5497,2012.0,2022.0,marwin gonzalez-503556
452,gonzalez,oscar,660757,gonzo001,gonzaos01,20970,2022.0,2022.0,oscar gonzalez-660757
453,goodrum,niko,592348,goodn002,goodrni01,12092,2017.0,2022.0,niko goodrum-592348
454,gordon,nick,624503,gordn001,gordoni01,16337,2021.0,2022.0,nick gordon-624503
455,gore,mackenzie,669022,gorem001,gorema01,22201,2022.0,2022.0,mackenzie gore-669022
456,gorman,nolan,669357,gormn001,gormano01,22263,2022.0,2022.0,nolan gorman-669357
457,gose,anthony,543238,gosea001,gosean01,5097,2012.0,2022.0,anthony gose-543238
458,gosselin,philip,594838,gossp001,gosseph01,10953,2013.0,2022.0,philip gosselin-594838
459,gott,trevor,641627,gottt001,gotttr01,15046,2015.0,2022.0,trevor gott-641627
460,goudeau,ashton,623485,gouda001,goudeas01,15139,2020.0,2022.0,ashton goudeau-623485
461,grandal,yasmani,518735,grany001,grandya01,11368,2012.0,2022.0,yasmani grandal-518735
462,graterol,brusdar,660813,gratb002,gratebr01,20367,2019.0,2022.0,brusdar graterol-660813
463,graveman,kendall,608665,gravk001,graveke01,15514,2014.0,2022.0,kendall graveman-608665
464,gray,jon,592351,grayj003,grayjo02,14916,2015.0,2022.0,jon gray-592351
465,gray,josiah,680686,grayj004,grayjo03,24580,2021.0,2022.0,josiah gray-680686
466,gray,sonny,543243,grays001,grayso01,12768,2013.0,2022.0,sonny gray-543243
467,green,chad,643338,greec003,greench03,15552,2016.0,2022.0,chad green-643338
468,greene,hunter,668881,greeh001,greenhu01,22182,2022.0,2022.0,hunter greene-668881
469,greene,riley,682985,greer003,greenri03,25976,2022.0,2022.0,riley greene-682985
470,greene,shane,572888,grees005,greensh02,10756,2014.0,2022.0,shane greene-572888
471,gregorius,didi,544369,gregd001,gregodi01,6012,2012.0,2022.0,didi gregorius-544369
472,greiner,grayson,606988,greig001,greingr01,17062,2018.0,2022.0,grayson greiner-606988
473,greinke,zack,425844,greiz001,greinza01,1943,2004.0,2022.0,zack greinke-425844
474,grichuk,randal,545341,gricr001,grichra01,10243,2014.0,2022.0,randal grichuk-545341
475,griffin,foster,656492,griff001,grifffo01,16432,2020.0,2022.0,foster griffin-656492
476,grimm,justin,518748,grimj002,grimmju01,11720,2012.0,2022.0,justin grimm-518748
477,grisham,trent,663757,grist001,grishtr01,18564,2019.0,2022.0,trent grisham-663757
478,grossman,robbie,543257,grosr001,grossro01,5254,2013.0,2022.0,robbie grossman-543257
479,grove,michael,675627,grovm001,grovemi01,23221,2022.0,2022.0,michael grove-675627
480,gsellman,robert,607229,gselr001,gsellro01,13696,2016.0,2022.0,robert gsellman-607229
481,guerra,javy,642770,guerj004,guerrja02,17292,2018.0,2022.0,javy guerra-642770
482,guerrero,vladimir,665489,guerv002,guerrvl02,19611,2019.0,2022.0,vladimir guerrero-665489
483,guillorme,luis,641645,guill001,guilllu01,16451,2018.0,2022.0,luis guillorme-641645
484,gurriel,lourdes,666971,gurrl001,gurrilo01,19238,2018.0,2022.0,lourdes gurriel-666971
485,gurriel,yuli,493329,gurry001,gourryu01,19198,2016.0,2022.0,yuli gurriel-493329
486,gustave,jandel,594311,gustj001,gustaja01,14665,2016.0,2022.0,jandel gustave-594311
487,gutiérrez,kelvin,642721,gutik001,gutieke01,17468,2019.0,2022.0,kelvin gutiérrez-642721
488,gutiérrez,vladimir,661269,gutiv001,gutievl01,19278,2021.0,2022.0,vladimir gutiérrez-661269
489,haase,eric,606992,haase001,haaseer01,14111,2018.0,2022.0,eric haase-606992
490,hader,josh,623352,hadej001,haderjo01,14212,2017.0,2022.0,josh hader-623352
491,hager,jake,606993,hagej001,hagerja01,12198,2021.0,2022.0,jake hager-606993
492,haggerty,sam,664059,haggs001,haggesa01,18054,2019.0,2022.0,sam haggerty-664059
493,hall,darick,669742,halld003,hallda02,19717,2022.0,2022.0,darick hall-669742
494,hamilton,billy,571740,hamib001,hamilbi02,10199,2013.0,2022.0,billy hamilton-571740
495,hamilton,caleb,643348,hamic001,hamilca01,19842,2022.0,2022.0,caleb hamilton-643348
496,hamilton,ian,641656,hamii001,hamilia01,19261,2018.0,2022.0,ian hamilton-641656
497,hampson,garrett,641658,hampg001,hampsga01,19262,2018.0,2022.0,garrett hampson-641658
498,hand,brad,543272,handb001,handbr01,9111,2011.0,2022.0,brad hand-543272
499,haniger,mitch,571745,hanim001,hanigmi01,14274,2016.0,2022.0,mitch haniger-571745
500,happ,ian,664023,happi001,happia01,17919,2017.0,2022.0,ian happ-664023
501,harper,bryce,547180,harpb003,harpebr03,11579,2012.0,2022.0,bryce harper-547180
502,harris,michael,671739,harrm004,harrimi04,25931,2022.0,2022.0,michael harris-671739
503,harrison,josh,543281,harrj002,harrijo05,8202,2011.0,2022.0,josh harrison-543281
504,harrison,monte,656509,harrm003,harrimo01,17216,2020.0,2022.0,monte harrison-656509
505,harvey,hunter,640451,harvh001,harvehu01,15507,2019.0,2022.0,hunter harvey-640451
506,haseley,adam,656514,hasea001,haselad01,19878,2019.0,2022.0,adam haseley-656514
507,hatch,thomas,641672,hatct001,hatchto01,19264,2020.0,2022.0,thomas hatch-641672
508,hayes,ke'bryan,663647,hayek001,hayeske01,18577,2020.0,2022.0,ke'bryan hayes-663647
509,hays,austin,669720,haysa001,haysau01,19363,2017.0,2022.0,austin hays-669720
510,head,louis,545343,headl001,headlo01,13259,2021.0,2022.0,louis head-545343
511,heaney,andrew,571760,heana001,heanean01,15423,2014.0,2022.0,andrew heaney-571760
512,hearn,taylor,621368,heart001,hearnta01,18325,2019.0,2022.0,taylor hearn-621368
513,heasley,jonathan,669169,heasj001,heasljo01,22224,2021.0,2022.0,jonathan heasley-669169
514,hedges,austin,595978,hedga001,hedgeau01,12976,2015.0,2022.0,austin hedges-595978
515,heim,jonah,641680,heimj001,heimjo01,16930,2020.0,2022.0,jonah heim-641680
516,heineman,tyler,623168,heint001,heinety01,13897,2019.0,2022.0,tyler heineman-623168
517,helsley,ryan,664854,helsr001,helslry01,18138,2019.0,2022.0,ryan helsley-664854
518,hembree,heath,592390,hembh001,hembrhe01,11632,2013.0,2022.0,heath hembree-592390
519,hendricks,kyle,543294,hendk001,hendrky01,12049,2014.0,2022.0,kyle hendricks-543294
520,hendriks,liam,521230,hendl001,hendrli01,3548,2011.0,2022.0,liam hendriks-521230
521,hendrix,ryan,641682,hendr003,hendrry01,19535,2021.0,2022.0,ryan hendrix-641682
522,henry,payton,668721,henrp001,henrypa01,22164,2021.0,2022.0,payton henry-668721
523,henry,tommy,674072,henrt001,henryto01,26285,2022.0,2022.0,tommy henry-674072
524,hentges,sam,656529,hents001,hentgsa01,18548,2021.0,2022.0,sam hentges-656529
525,heredia,guillermo,628338,hereg002,heredgu01,18721,2016.0,2022.0,guillermo heredia-628338
526,herget,jimmy,623474,hergj001,hergeji01,17556,2019.0,2022.0,jimmy herget-623474
527,hermosillo,michael,641684,hermm001,hermomi01,16285,2018.0,2022.0,michael hermosillo-641684
528,hernández,carlos,672578,hernc006,hernaca04,22713,2020.0,2022.0,carlos hernández-672578
529,hernández,césar,514917,hernc005,hernace02,10556,2013.0,2022.0,césar hernández-514917
530,hernandez,darwinzon,650382,hernd004,hernada02,19848,2019.0,2022.0,darwinzon hernandez-650382
531,hernandez,elier,609274,herne003,hernael02,13750,2022.0,2022.0,elier hernandez-609274
532,hernandez,elieser,622694,herne002,hernael01,16933,2018.0,2022.0,elieser hernandez-622694
533,hernández,enrique,571771,herne001,hernaen02,10472,2014.0,2022.0,enrique hernández-571771
534,hernández,jonathan,642546,hernj004,hernajo02,17464,2019.0,2022.0,jonathan hernández-642546
535,hernández,teoscar,606192,hernt002,hernate01,13066,2016.0,2022.0,teoscar hernández-606192
536,hernández,yadiel,628450,herny002,hernaya01,19334,2020.0,2022.0,yadiel hernández-628450
537,hernandez,yonny,660634,herny003,hernayo02,19432,2021.0,2022.0,yonny hernandez-660634
538,herrera,iván,671056,herri001,herreiv01,20599,2022.0,2022.0,iván herrera-671056
539,herrera,jose,645444,herrj003,herrejo04,17040,2022.0,2022.0,jose herrera-645444
540,herrera,odúbel,546318,herro001,herreod01,11476,2015.0,2022.0,odúbel herrera-546318
541,heyward,jason,518792,heywj001,heywaja01,4940,2010.0,2022.0,jason heyward-518792
542,hicklen,brewer,676551,hickb003,hicklbr01,20450,2022.0,2022.0,brewer hicklen-676551
543,hicks,aaron,543305,hicka001,hicksaa01,5297,2013.0,2022.0,aaron hicks-543305
544,hicks,jordan,663855,hickj002,hicksjo03,19618,2018.0,2022.0,jordan hicks-663855
545,higashioka,kyle,543309,higak001,higasky01,5517,2017.0,2022.0,kyle higashioka-543309
546,higgins,p. j.,664731,higgp001,higgipj01,18433,2021.0,2022.0,p. j. higgins-664731
547,hill,derek,656537,hilld002,hillde01,16947,2020.0,2022.0,derek hill-656537
548,hill,garrett,682051,hillg002,hillga02,25097,2022.0,2022.0,garrett hill-682051
549,hill,rich,448179,hillr001,hillri01,4806,2005.0,2022.0,rich hill-448179
550,hill,tim,657612,hillt002,hillti01,16814,2018.0,2022.0,tim hill-657612
551,hilliard,sam,656541,hills005,hillisa01,17954,2019.0,2022.0,sam hilliard-656541
552,hiura,keston,669374,hiurk001,hiurake01,20003,2019.0,2022.0,keston hiura-669374
553,hjelle,sean,663546,hjels001,hjellse01,21481,2022.0,2022.0,sean hjelle-663546
554,hoerner,nico,663538,hoern001,hoernni01,21479,2019.0,2022.0,nico hoerner-663538
555,hoffman,jeff,656546,hoffj003,hoffmje02,17432,2016.0,2022.0,jeff hoffman-656546
556,holderman,colin,670059,holdc001,holdeco01,22361,2022.0,2022.0,colin holderman-670059
557,holland,greg,518813,hollg001,hollagr01,7196,2010.0,2022.0,greg holland-518813
558,holloway,jordan,656548,hollj002,hollojo01,20631,2020.0,2022.0,jordan holloway-656548
559,holmes,clay,605280,holmc001,holmecl01,13649,2018.0,2022.0,clay holmes-605280
560,holton,tyler,663947,holtt002,holtoty01,26231,2022.0,2022.0,tyler holton-663947
561,hoskins,rhys,656555,hoskr001,hoskirh01,16472,2017.0,2022.0,rhys hoskins-656555
562,hosmer,eric,543333,hosme001,hosmeer01,3516,2011.0,2022.0,eric hosmer-543333
563,houck,tanner,656557,houct001,houckta01,19879,2020.0,2022.0,tanner houck-656557
564,houser,adrian,605288,housa001,housead01,12718,2015.0,2022.0,adrian houser-605288
565,howard,sam,607572,howas002,howarsa01,16265,2018.0,2022.0,sam howard-607572
566,howard,spencer,675921,howas003,howarsp01,23252,2020.0,2022.0,spencer howard-675921
567,hudson,dakota,641712,hudsd002,hudsoda02,19206,2018.0,2022.0,dakota hudson-641712
568,hudson,daniel,543339,hudsd001,hudsoda01,7146,2009.0,2022.0,daniel hudson-543339
569,huff,sam,669087,huffs001,huffsa01,22209,2020.0,2022.0,sam huff-669087
570,hughes,brandon,676714,hughb002,hughebr01,23460,2022.0,2022.0,brandon hughes-676714
571,hummel,cooper,669450,hummc001,hummeco01,19458,2022.0,2022.0,cooper hummel-669450
572,hunter,tommy,488984,huntt002,hunteto02,1157,2008.0,2022.0,tommy hunter-488984
573,hutchison,drew,571800,hutcd001,hutchdr01,10732,2012.0,2022.0,drew hutchison-571800
574,ibáñez,andy,628451,ibana001,ibanean01,18819,2021.0,2022.0,andy ibáñez-628451
575,iglesias,josé,578428,iglej001,iglesjo01,10231,2011.0,2022.0,josé iglesias-578428
576,iglesias,raisel,628452,igler001,iglesra01,17130,2015.0,2022.0,raisel iglesias-628452
577,inciarte,ender,542255,incie001,inciaen01,4922,2014.0,2022.0,ender inciarte-542255
578,india,jonathan,663697,indij001,indiajo01,21523,2021.0,2022.0,jonathan india-663697
579,irvin,cole,608344,irvic001,irvinco01,19244,2019.0,2022.0,cole irvin-608344
580,isbel,kyle,664728,isbek001,isbelky01,21614,2021.0,2022.0,kyle isbel-664728
581,jackson,alex,656577,jacka002,jacksal02,17276,2019.0,2022.0,alex jackson-656577
582,jackson,drew,623515,jackd004,jacksdr01,17807,2019.0,2022.0,drew jackson-623515
583,jackson,zach,667427,jackz002,jacksza02,19493,2022.0,2022.0,zach jackson-667427
584,jankowski,travis,608671,jankt001,jankotr01,13768,2015.0,2022.0,travis jankowski-608671
585,jansen,danny,643376,jansd001,janseda01,16535,2018.0,2022.0,danny jansen-643376
586,jansen,kenley,445276,jansk001,janseke01,3096,2010.0,2022.0,kenley jansen-445276
587,javier,cristian,664299,javic001,javiecr01,17606,2020.0,2022.0,cristian javier-664299
588,jax,griffin,643377,jax-g001,jaxgr01,20253,2021.0,2022.0,griffin jax-643377
589,jefferies,daulton,641726,jeffd001,jeffeda01,19345,2020.0,2022.0,daulton jefferies-641726
590,jeffers,ryan,680777,jeffr002,jeffery01,24618,2020.0,2022.0,ryan jeffers-680777
591,jiménez,dany,666204,jimed002,jimenda01,21170,2020.0,2022.0,dany jiménez-666204
592,jiménez,eloy,650391,jimee001,jimenel02,17484,2019.0,2022.0,eloy jiménez-650391
593,jiménez,joe,641729,jimej003,jimenjo02,15761,2017.0,2022.0,joe jiménez-641729
594,joe,connor,656582,joe-c001,joeco01,16572,2019.0,2022.0,connor joe-656582
595,johnson,bryce,669369,johnb005,johnsbr03,20002,2022.0,2022.0,bryce johnson-669369
596,johnson,pierce,572955,johnp001,johnspi01,13435,2017.0,2022.0,pierce johnson-572955
597,jones,damon,676103,joned003,jonesda07,23310,2021.0,2022.0,damon jones-676103
598,jones,nolan,666134,jonen002,jonesno01,20529,2022.0,2022.0,nolan jones-666134
599,jones,taylor,622100,jonet005,jonesta01,19533,2020.0,2022.0,taylor jones-622100
600,judge,aaron,592450,judga001,judgeaa01,15640,2016.0,2022.0,aaron judge-592450
601,junis,jakob,596001,junij001,junisja01,13619,2017.0,2022.0,jakob junis-596001
602,junk,janson,676083,junkj001,junkja01,23301,2021.0,2022.0,janson junk-676083
603,kahnle,tommy,592454,kahnt001,kahnlto01,11384,2014.0,2022.0,tommy kahnle-592454
604,kaprielian,james,621076,kaprj001,kaprija01,18331,2020.0,2022.0,james kaprielian-621076
605,karinchak,james,675916,karij001,karinja01,20151,2019.0,2022.0,james karinchak-675916
606,katoh,gosuke,641741,katog001,katohgo01,15697,2022.0,2022.0,gosuke katoh-641741
607,kay,anthony,641743,kay-a001,kayan01,20387,2019.0,2022.0,anthony kay-641743
608,kelenic,jarred,672284,kelej001,kelenja01,22558,2021.0,2022.0,jarred kelenic-672284
609,keller,brad,641745,kellb003,kellebr01,15734,2018.0,2022.0,brad keller-641745
610,keller,mitch,656605,kellm003,kellemi03,17594,2019.0,2022.0,mitch keller-656605
611,kelley,trevor,665001,kellt002,kelletr01,18454,2019.0,2022.0,trevor kelley-665001
612,kelly,carson,608348,kellc002,kellyca02,13620,2016.0,2022.0,carson kelly-608348
613,kelly,joe,523260,kellj001,kellyjo05,9761,2012.0,2022.0,joe kelly-523260
614,kelly,merrill,518876,kellm002,kellyme01,11156,2019.0,2022.0,merrill kelly-518876
615,kelly,michael,547184,kellm004,kellymi03,12791,2022.0,2022.0,michael kelly-547184
616,kemp,tony,643393,kempt001,kempto01,14894,2016.0,2022.0,tony kemp-643393
617,kennedy,buddy,671083,kennb002,kennebu01,22505,2022.0,2022.0,buddy kennedy-671083
618,kennedy,ian,453178,kenni001,kenneia01,6986,2007.0,2022.0,ian kennedy-453178
619,kepler,max,596146,keplm001,keplema01,12144,2015.0,2022.0,max kepler-596146
620,kerr,ray,678061,kerrr001,kerrra01,23809,2022.0,2022.0,ray kerr-678061
621,kershaw,clayton,477132,kersc001,kershcl01,2036,2008.0,2022.0,clayton kershaw-477132
622,keuchel,dallas,572971,keucd001,keuchda01,9434,2012.0,2022.0,dallas keuchel-572971
623,kiermaier,kevin,595281,kierk001,kiermke01,11038,2013.0,2022.0,kevin kiermaier-595281
624,kikuchi,yusei,579328,kikuy001,kikucyu01,20633,2019.0,2022.0,yusei kikuchi-579328
625,kilian,caleb,668873,kilic001,kiliaca01,26213,2022.0,2022.0,caleb kilian-668873
626,kim,ha-seong,673490,kim-h002,kimha01,27506,2021.0,2022.0,ha-seong kim-673490
627,kimbrel,craig,518886,kimbc001,kimbrcr01,6655,2010.0,2022.0,craig kimbrel-518886
628,kiner-falefa,isiah,643396,kinei001,kineris01,16512,2018.0,2022.0,isiah kiner-falefa-643396
629,king,john,667463,kingj002,kingjo01,22051,2020.0,2022.0,john king-667463
630,king,mike,650633,kingm002,kingmi01,19853,2019.0,2022.0,mike king-650633
631,kinley,tyler,641755,kinlt001,kinlety01,18297,2018.0,2022.0,tyler kinley-641755
632,kirby,george,669923,kirbg001,kirbyge01,25436,2022.0,2022.0,george kirby-669923
633,kirilloff,alex,666135,kiria001,kirilal01,20325,2021.0,2022.0,alex kirilloff-666135
634,kirk,alejandro,672386,kirka001,kirkal01,22581,2020.0,2022.0,alejandro kirk-672386
635,kittredge,andrew,552640,kitta001,kittran01,12828,2017.0,2022.0,andrew kittredge-552640
636,kluber,corey,446372,klubc001,klubeco01,2429,2011.0,2022.0,corey kluber-446372
637,knapp,andrew,595284,knapa001,knappan01,14942,2017.0,2022.0,andrew knapp-595284
638,knebel,corey,608349,knebc001,knebeco01,15010,2014.0,2022.0,corey knebel-608349
639,knehr,reiss,663753,knehr001,knehrre01,21541,2021.0,2022.0,reiss knehr-663753
640,knight,dusten,643400,knigd001,knighdu01,16537,2021.0,2022.0,dusten knight-643400
641,knizner,andrew,668800,kniza001,kniznan01,19514,2019.0,2022.0,andrew knizner-668800
642,koch,matt,571863,kochm001,kochma01,13420,2016.0,2022.0,matt koch-571863
643,koenig,jared,657649,koenj001,koenija01,27517,2022.0,2022.0,jared koenig-657649
644,kolarek,adam,592473,kolaa001,kolarad01,10843,2017.0,2022.0,adam kolarek-592473
645,kolozsvary,mark,656627,kolom001,kolozma01,21304,2022.0,2022.0,mark kolozsvary-656627
646,kopech,michael,656629,kopem001,kopecmi01,17282,2018.0,2022.0,michael kopech-656629
647,kowar,jackson,663804,kowaj001,kowarja01,21549,2021.0,2022.0,jackson kowar-663804
648,kranick,max,668820,kranm001,kranima01,22175,2021.0,2022.0,max kranick-668820
649,krehbiel,joey,607216,krehj001,krehbjo01,13707,2018.0,2022.0,joey krehbiel-607216
650,kremer,dean,665152,kremd001,kremede01,19350,2020.0,2022.0,dean kremer-665152
651,krizan,jason,607249,krizj001,krizaja01,12394,2022.0,2022.0,jason krizan-607249
652,kuhl,chad,641771,kuhlc001,kuhlch01,14975,2016.0,2022.0,chad kuhl-641771
653,kuhnel,joel,669270,kuhnj001,kuhnejo01,19995,2019.0,2022.0,joel kuhnel-669270
654,kwan,steven,680757,kwans001,kwanst01,24610,2022.0,2022.0,steven kwan-680757
655,la stella,tommy,600303,lastt001,lasteto01,12371,2014.0,2022.0,tommy la stella-600303
656,lagares,juan,501571,lagaj001,lagarju01,5384,2013.0,2022.0,juan lagares-501571
657,lakins,travis,664042,lakit001,lakintr01,18600,2019.0,2022.0,travis lakins-664042
658,lamb,jake,571875,lambj001,lambja01,13329,2014.0,2022.0,jake lamb-571875
659,lambert,jimmy,669424,lambj003,lambeji01,19541,2020.0,2022.0,jimmy lambert-669424
660,lamet,dinelson,659275,lamed001,lametdi01,17186,2017.0,2022.0,dinelson lamet-659275
661,lange,alex,656638,langa001,langeal01,19883,2021.0,2022.0,alex lange-656638
662,larnach,trevor,663616,larnt001,larnatr01,21501,2021.0,2022.0,trevor larnach-663616
663,larsen,jack,677223,larsj001,larseja01,20510,2022.0,2022.0,jack larsen-677223
664,lauer,eric,641778,lauee001,lauerer01,19316,2018.0,2022.0,eric lauer-641778
665,laureano,ramón,657656,laurr001,laurera01,17128,2018.0,2022.0,ramón laureano-657656
666,lavastida,bryan,681526,lavab001,lavasbr01,24765,2022.0,2022.0,bryan lavastida-681526
667,law,derek,571882,law-d001,lawde01,13133,2016.0,2022.0,derek law-571882
668,lawrence,casey,596271,lawrc001,lawreca01,11121,2017.0,2022.0,casey lawrence-596271
669,lawrence,justin,664875,lawrj002,lawreju01,17639,2021.0,2022.0,justin lawrence-664875
